,2d_x,2d_y,periodic_#_2d,bond_1_2d,bond_2_2d,bond_3_2d,3d_x,3d_y,3d_z
3,-0.5564,-0.2368,6,2,1,0,0.6852,1.8323,0.4816
4,-1.6187,0.5675,6,1,1,0,-0.4303,-0.1756,-0.1863
5,-1.4538,1.8851,6,1,1,0,0.7615,0.5321,0.0895
6,-0.2286,2.4033,6,1,1,0,-1.6616,0.4812,-0.0
7,0.8317,1.6038,7,1,1,0,-1.7004,1.821,0.4255
8,-0.7212,-1.5545,5,3,0,0,-0.488,2.4948,0.6504
9,-1.9463,-2.0727,8,1,0,0,2.602,-0.5338,1.008
10,0.3411,-2.3588,8,1,0,0,-0.4517,-1.6764,-0.6739
0,2.1191,-0.0,7,1,0,0,2.9675,0.0,0.0
1,0.8225,0.2984,6,4,0,0,-2.1268,-0.5808,0.4006
2,0.5241,-0.9983,6,1,0,0,-1.4511,1.3561,0.1286
3,-0.7466,-1.3885,16,2,0,0,0.287,-1.3253,-0.9251
4,-0.4741,0.5967,6,1,0,0,0.1874,-0.3414,0.1659
5,-0.8644,1.8674,8,2,0,0,1.3088,0.7204,0.0
6,-1.3806,-0.3757,8,1,0,0,-1.1729,0.1711,0.23
0,2.1153,-0.1219,8,2,0,0,-3.7592,2.2213,0.1695
1,1.0704,-2.1672,8,0,1,0,-3.4308,0.7359,0.0
2,-3.7322,1.5902,7,1,0,0,-2.109,0.5391,0.0455
3,-0.1794,-0.2355,6,2,1,0,-1.386,-0.4836,-0.0314
4,1.0047,-0.8388,6,2,1,0,-1.9005,-1.5991,-0.1242
5,-1.298,-0.9528,6,1,1,0,0.0114,-0.3603,-0.0178
6,-0.2455,1.101,6,1,1,0,0.6265,0.6618,0.7898
7,-2.5482,0.987,6,2,1,0,2.0423,0.7965,0.8067
8,-2.4736,-0.3571,6,1,1,0,2.7867,-0.1139,-0.0029
9,-1.4299,1.7123,6,1,1,0,2.224,-1.141,-0.8187
10,3.2989,-0.7172,6,2,0,0,0.807,-1.2568,-0.8166
11,4.4176,0.0,6,1,0,0,4.0877,0.0,0.0
0,2.1818,0.0,7,1,0,0,2.1963,0.0,0.0
1,0.8631,0.1743,6,2,1,0,-1.277,-0.7091,-0.0122
2,0.0507,-0.8797,6,2,1,0,0.4712,-2.1778,-0.1073
3,0.5572,-2.1079,8,1,0,0,0.9497,0.1646,-0.0
4,-1.2687,-0.7005,6,1,1,0,0.0629,-0.9339,-0.0406
5,-1.7752,0.5276,6,1,1,0,0.4084,1.4662,0.0506
6,-0.9628,1.5816,6,1,1,0,-0.9862,1.6587,0.0685
7,0.3538,1.4045,7,1,1,0,-1.8254,0.5314,0.0411
0,-0.8653,-2.5921,8,1,0,0,2.2351,2.3478,0.0
1,-1.2457,-1.3174,6,2,1,0,-0.3778,-2.3578,0.0049
2,-2.5387,-1.0123,8,0,1,0,-2.5817,0.9219,0.5134
3,-0.3315,-0.3535,6,2,1,0,-2.6249,-0.8715,-0.5001
4,-0.7119,0.9211,6,2,1,0,-0.5509,-0.0157,-0.0052
5,-2.0065,1.2319,8,1,0,0,0.1861,-1.2312,-0.0075
6,0.2006,1.8906,6,1,1,0,0.1803,1.2006,-0.0016
7,1.4936,1.5853,6,1,1,0,1.5953,-1.219,-0.003
8,1.8756,0.3052,6,2,1,0,1.5874,1.2141,0.0001
9,3.1686,0.0,9,1,0,0,2.2943,0.0,0.0
10,0.9614,-0.6587,6,1,1,0,-1.9432,0.0109,-0.0013
0,3.7594,-0.0,8,1,0,0,3.8079,0.0,0.0
1,2.4534,0.2569,6,2,1,0,2.2166,1.318,0.0646
2,2.0245,1.5196,8,0,1,0,-3.6733,0.7237,0.0
3,1.5808,-0.74,6,2,0,0,0.2516,-0.6346,-0.016
4,0.2749,-0.4831,6,2,1,0,1.6963,-0.9877,-0.0232
5,-0.154,0.7795,6,1,1,0,-0.4431,-0.4087,-1.2278
6,-1.4599,1.0365,6,1,1,0,-0.4453,-0.4512,1.2019
7,-2.3326,0.0395,6,2,1,0,-2.4453,0.258,-0.0027
8,-3.6385,0.2965,7,1,0,0,-1.7804,0.0305,-1.2235
9,-1.9037,-1.2231,6,1,1,0,-1.7787,-0.0029,1.2107
10,-0.6044,-1.4823,6,1,1,0,2.5937,0.1549,0.0159
0,-3.9525,-0.3233,16,0,1,0,0.0094,1.0913,0.0608
1,-2.6328,-0.1593,6,2,1,0,-0.6682,-0.1079,-0.1561
2,-1.725,-1.1315,7,2,0,0,-0.9845,2.0319,0.1506
3,-0.5186,-0.5664,6,2,1,0,1.3995,1.1882,0.1396
4,0.7061,-1.0847,6,1,1,0,0.0671,-1.2961,-0.2954
5,1.7669,-0.2832,6,2,1,0,-2.0289,0.0974,-0.2036
6,2.9916,-0.8015,8,2,0,0,-2.1757,1.3885,-0.0223
7,4.0524,0.0,6,1,0,0,2.1219,0.0,0.0
8,1.6029,1.0365,6,1,1,0,1.4625,-1.2169,-0.1938
9,0.3782,1.5548,6,1,1,0,-3.6549,2.274,0.0
10,-0.6825,0.7533,6,2,1,0,2.2145,-2.3538,-0.3495
11,-1.9866,1.0053,7,2,0,0,2.2373,-3.0968,0.8696
0,-3.0875,0.3568,9,1,0,0,-0.3483,-2.3909,1.1173
1,-1.76,0.2855,6,4,0,0,-0.3483,-2.3909,-1.1173
2,-1.8313,-1.0421,9,1,0,0,-2.1548,-1.902,0.0
3,-1.6886,1.613,9,1,0,0,1.936,-0.8316,0.0
4,-0.4323,0.2141,6,2,1,0,0.9052,3.4052,-0.0
5,0.2936,1.3334,6,1,1,0,1.4207,1.2614,-0.0
6,1.6212,1.2621,7,2,0,0,-0.7334,1.9564,-0.0
7,2.2229,0.0714,6,2,1,0,-0.3098,-0.3398,0.0
8,3.5506,-0.0,8,0,1,0,1.0386,0.0,0.0
9,1.4974,-1.0414,7,2,0,0,-1.1615,0.7173,-0.0
10,0.1697,-0.97,6,2,1,0,-0.7892,-1.724,0.0
11,-0.5557,-2.0827,8,0,1,0,0.5448,2.239,-0.0
0,1.5285,2.0572,8,1,0,0,-2.6971,0.6466,0.0
1,1.4506,0.7308,6,2,1,0,-1.8074,-0.7055,-1.2915
2,2.563,0.0,8,0,1,0,2.4984,0.0,0.0
3,0.2641,0.1327,6,3,0,0,-0.4956,0.032,0.5296
4,0.19,-1.1963,6,2,0,0,0.313,-1.3086,0.5984
5,-1.0003,-1.792,6,2,0,0,0.2803,1.3608,0.2401
6,-2.1127,-1.0611,7,2,0,0,1.8278,-1.279,0.2721
7,-2.0348,0.2653,6,2,0,0,1.7955,1.2879,-0.0756
8,-0.8483,0.8635,6,2,0,0,-1.7149,-0.034,-0.2732
0,-1.7328,1.9074,8,1,0,0,2.944,0.503,0.0
1,-1.6192,0.5833,6,2,1,0,-2.7646,0.6217,0.2113
2,-2.7129,-0.1783,8,0,1,0,-1.9497,-0.443,-1.3757
3,-0.415,0.0174,6,3,0,0,-0.4385,0.402,0.2113
4,-0.1668,-1.2889,6,2,0,0,-0.0266,-0.7034,1.2222
5,1.1528,-1.4524,6,2,0,0,0.7369,0.4839,-0.7955
6,1.7187,-0.2482,6,2,1,0,1.4328,-1.0638,0.8787
7,3.025,0.0,8,0,1,0,1.8288,0.0,0.0
8,0.7502,0.6598,6,2,0,0,-1.763,0.1995,-0.3524
0,2.66,0.0,8,1,0,0,3.108,0.0,0.0
1,1.3306,0.001,6,2,1,0,-2.6283,0.0087,0.0069
2,0.6644,1.1515,7,1,1,0,-0.7415,-1.1383,-0.0024
3,-0.665,1.1525,6,1,1,0,-0.7391,1.1317,0.0
4,-1.3306,-0.001,6,2,1,0,0.5756,-1.1585,-0.0023
5,-2.66,0.0,5,1,0,0,1.2768,-0.0043,-0.0019
6,-0.6644,-1.1515,6,1,1,0,-1.4081,-0.0019,0.0016
7,0.665,-1.1525,7,1,1,0,0.5565,1.1625,-0.002
0,3.3851,0.0,7,0,0,1,2.3757,0.0,0.0
1,2.0564,0.002,6,1,0,1,0.8032,1.4562,0.0002
2,0.7248,-0.001,6,2,1,0,0.8865,-3.1267,0.0217
3,0.0609,1.1533,6,2,1,0,-1.1198,-0.422,-0.0157
4,0.7258,2.3057,8,1,0,0,-0.4488,1.8643,-0.0
5,-1.2707,1.1503,7,1,1,0,-1.427,0.9297,-0.0061
6,-1.9356,-0.0022,6,2,1,0,0.1944,-0.7937,-0.0031
7,-3.2643,-0.0002,6,1,0,0,1.1658,0.1948,-0.0011
8,-1.2689,-1.1515,6,1,1,0,-2.2457,-1.364,-0.014
9,0.0599,-1.1535,6,2,1,0,-0.7486,3.2847,0.0073
10,0.7266,-2.3028,6,1,0,0,0.5643,-2.0233,0.0106
0,-1.6239,0.2696,6,2,1,0,-1.9982,-1.9953,-0.0219
1,-0.6265,0.1989,6,2,1,0,2.9011,-0.9762,0.4747
2,0.8139,-0.7683,6,2,1,0,3.0716,0.8549,-0.4581
3,-0.1893,-0.7062,6,1,1,0,-1.9122,0.3851,0.0066
4,1.3743,0.0662,6,2,1,0,0.9442,0.1308,-0.0064
5,-2.0615,1.1687,8,1,0,0,-1.2993,-0.8903,-0.0099
6,-0.0661,1.0335,6,1,1,0,-1.0789,1.5267,0.0123
7,0.9315,0.9629,6,1,1,0,0.1034,-1.0089,-0.0149
8,1.2568,-1.6648,9,1,0,0,0.3223,1.4017,0.0
9,-2.1814,-0.5606,8,0,1,0,-3.3826,0.5715,0.0176
10,2.3721,0.0,6,1,0,0,2.3286,0.0,0.0
0,3.3295,-0.0,8,1,0,0,3.3814,0.0,0.0
1,2.1108,0.5263,6,2,1,0,2.2526,-1.7206,0.0
2,1.9529,1.8476,8,0,1,0,-0.2555,2.056,-0.0
3,1.0457,-0.2658,6,2,1,0,-0.227,-0.1685,0.0
4,1.0612,-1.5964,6,1,1,0,-1.0411,0.971,-0.0
5,-0.1988,-2.024,7,2,0,0,1.1053,0.2598,-0.0
6,-0.9951,-0.9559,6,2,1,0,1.0259,1.6577,-0.0
7,-0.2265,0.1301,6,2,1,0,-0.8141,-1.451,0.0
8,-0.7816,1.338,6,1,1,0,-2.4442,0.8719,-0.0
9,-2.1054,1.46,6,1,1,0,-2.2184,-1.5661,0.0
10,-2.874,0.374,6,1,1,0,-3.0285,-0.4112,0.0
11,-2.3188,-0.8339,6,1,1,0,2.2636,-0.499,0.0
0,0.3926,1.2478,6,2,0,0,0.5616,1.634,0.0
1,1.0785,0.1148,6,2,1,0,2.6605,-0.4667,0.1381
2,0.2036,-0.8911,7,1,1,0,-2.09,-1.0532,-0.0855
3,-1.0152,-0.3702,6,2,1,0,0.0811,-0.8449,-0.0945
4,-2.1569,-1.0591,16,0,1,0,-1.1506,1.0791,0.0875
5,-0.9063,0.9578,16,2,0,0,-1.0937,-0.3483,-0.0456
6,2.4037,-0.0,8,1,0,0,1.0311,0.0,0.0
0,2.5162,0.0,8,0,1,0,2.495,0.0,0.0
1,1.3975,-0.718,7,2,1,0,1.7319,-1.81,0.1367
2,1.4613,-2.0481,8,1,0,0,-1.2691,1.4932,0.829
3,0.215,-0.1105,6,2,1,0,1.5304,-0.6648,0.039
4,0.1513,1.2151,6,2,1,0,0.7671,1.4419,1.7718
5,1.27,1.9377,7,1,0,0,-0.7199,-0.6122,-0.8891
6,-1.0313,1.8272,7,1,1,0,0.2995,-0.1441,-0.0033
7,-2.1499,1.1046,6,1,1,0,-0.0372,0.931,0.8676
8,-2.0863,-0.2209,6,1,1,0,-1.9965,-0.0005,-0.8686
9,-0.9038,-0.8284,6,2,1,0,-0.5522,-1.7065,-1.883
10,-0.8399,-2.1586,6,1,0,0,-2.249,1.072,0.0
0,0.503,-0.4353,6,3,0,0,1.6647,0.0178,-0.7869
1,-0.5029,0.4353,6,2,1,0,1.0058,0.0181,1.189
2,-0.2528,1.7409,8,1,0,0,-1.3124,-1.2409,0.0489
3,-1.7591,0.0005,8,0,1,0,-0.6525,-0.026,-0.451
4,0.2521,-1.7414,7,1,0,0,-1.4317,1.2311,-0.0
5,1.7597,0.0,6,1,0,0,0.726,0.0,0.0
0,2.1191,-0.0,7,1,0,0,2.6542,0.0,0.0
1,0.8225,0.2984,6,4,0,0,-2.1018,-0.4877,0.4021
2,0.5241,-0.9983,6,1,0,0,-1.3209,1.4035,0.109
3,-0.7466,-1.3885,8,2,0,0,0.2756,-1.3696,-0.9146
4,-0.4741,0.5967,6,1,0,0,0.2216,-0.3833,0.1759
5,-0.8644,1.8674,8,2,0,0,1.3796,0.6321,0.0
6,-1.3806,-0.3757,8,1,0,0,-1.1083,0.2049,0.2275
0,-1.717,-1.831,6,1,0,0,-0.9498,2.2389,0.0
1,-0.9248,-0.7641,6,2,1,0,-0.966,0.0455,0.0031
2,-1.4533,0.4586,6,1,1,0,-0.3636,-1.1349,-0.001
3,-0.661,1.5254,6,1,1,0,0.991,-1.1739,-0.0029
4,0.6622,1.3729,6,1,1,0,-1.1437,-2.3551,-0.0033
5,1.1877,0.1526,6,2,1,0,-0.3176,1.1928,0.0019
6,2.5109,0.0,8,1,0,0,1.696,0.0,0.0
7,0.3954,-0.9143,7,1,1,0,1.0537,1.1867,0.0022
0,-1.8429,1.7207,6,1,1,0,3.4874,-0.7538,0.0
1,-2.6699,0.674,6,1,1,0,-0.5501,-1.8294,0.0
2,-2.1713,-0.565,6,1,1,0,0.0621,0.3078,0.0
3,-0.8509,-0.7466,6,2,1,0,-1.0237,-0.5746,0.0
4,-0.0314,0.2993,6,2,1,0,1.2284,-0.4596,0.0
5,-0.5289,1.5308,6,1,1,0,0.7929,-1.7877,0.0
6,1.2103,-0.1563,6,2,1,0,-0.1472,1.7014,0.0
7,1.1693,-1.4855,6,1,1,0,-2.347,-0.0953,0.0
8,-0.1087,-1.8532,7,2,0,0,-1.468,2.192,0.0
9,2.3136,0.5818,6,1,1,0,-2.5607,1.2991,0.0
10,3.5107,-0.0,8,0,1,0,2.5258,0.0,0.0
0,1.2097,-1.3935,8,1,0,0,1.5856,-1.5103,1.3924
1,1.7131,-0.1777,6,2,1,0,-1.2404,1.3311,-2.26
2,3.026,0.0,8,0,1,0,1.8109,0.0,0.0
3,0.9154,0.874,6,2,0,0,-0.5949,-0.5907,-1.8443
4,-0.3357,0.2945,6,3,0,0,-0.4906,0.2238,2.3696
5,-1.6828,0.5255,6,2,1,0,-0.3256,-0.2238,0.9772
6,-2.4922,1.5636,8,0,1,0,-0.9049,0.8442,-0.0
7,-2.1862,-0.6903,8,1,0,0,1.0718,-0.5821,0.78
8,-0.1672,-0.996,7,1,0,0,-0.9119,0.5079,-1.4148
0,2.3878,-1.936,7,1,0,0,-2.7443,0.2693,-1.7731
1,2.4548,-0.6111,6,2,1,0,-1.2125,-1.0933,-1.5025
2,3.6411,0.0,8,0,1,0,3.5162,0.0,0.0
3,1.3432,0.1161,6,2,0,0,-2.5024,0.4775,1.0798
4,0.1569,-0.495,6,2,0,0,2.5222,-0.6529,1.7654
5,-0.9617,0.2326,6,3,0,0,-0.0804,0.1898,0.8073
6,-2.0736,0.953,6,1,0,0,-1.4037,0.6196,0.1099
7,-2.0067,2.2779,8,2,1,0,1.235,0.3876,-0.0
8,-3.2595,0.3488,8,0,1,0,-1.7906,-0.0967,-1.0953
9,-1.6824,-0.8863,7,1,0,0,2.4605,-0.101,0.6083
0,4.0864,-0.0,6,1,0,0,2.8104,0.0,0.0
1,2.9859,-0.7487,8,2,0,0,-1.2105,2.9518,-0.2083
2,1.792,-0.1739,6,2,1,0,-0.4289,-2.5506,0.2112
3,1.6912,1.1559,6,1,1,0,1.0173,-3.0512,-0.0468
4,0.4904,1.7301,6,1,1,0,-0.5901,-1.0711,0.1877
5,-0.6101,0.9815,6,2,1,0,2.0928,-2.102,0.5352
6,-1.804,1.5562,6,2,0,0,0.5319,-0.1915,0.1675
7,-2.9045,0.8076,6,2,0,0,1.832,-0.7068,0.2142
8,-2.8037,-0.5221,6,2,0,0,-1.9012,-0.5414,0.1851
9,-1.603,-1.0965,6,2,1,0,0.2898,1.2027,0.083
10,-1.5027,-2.4194,8,0,1,0,-1.0186,1.7171,0.0
11,-0.5093,-0.3483,6,2,1,0,-2.116,0.8423,0.0962
12,0.6914,-0.9226,6,1,1,0,-1.3089,3.5009,-1.4249
0,-2.5125,1.5275,8,0,1,0,3.903,0.6318,-0.0
1,-3.8009,-0.3957,8,1,0,0,2.9591,-1.2187,0.0
2,-2.5597,0.168,6,2,1,0,-1.0071,0.5887,-0.0
3,-1.4342,-0.4778,6,2,0,0,-2.237,-0.3508,0.0
4,-0.1903,0.1597,6,2,0,0,0.323,-0.202,0.0
5,0.8693,-0.492,6,2,0,0,-3.5852,0.4054,-0.0
6,2.0454,0.0821,6,2,0,0,1.5845,0.6966,-0.0
7,3.1706,-0.5719,6,2,0,0,-4.796,-0.551,0.0
8,4.4122,-0.0,6,1,0,0,2.8556,0.0,0.0
0,2.6346,-0.0,8,1,0,0,2.6638,0.0,0.0
1,1.4165,0.528,6,2,1,0,1.4257,-1.7713,0.0734
2,0.3448,-0.2636,6,2,1,0,0.3779,0.3317,0.0028
3,-0.8734,0.2644,6,2,1,0,-0.8768,-0.3508,-0.0337
4,-1.9408,-0.5291,6,1,1,0,1.5328,-0.4651,0.0272
5,-1.7901,-1.8505,6,1,1,0,-0.887,-1.7502,-0.0035
6,-0.5719,-2.3785,6,1,1,0,0.3969,1.7446,0.0232
7,0.4998,-1.5869,6,1,1,0,-2.0744,0.3979,-0.0842
8,-1.0241,1.5858,6,1,1,0,0.2833,-2.4138,0.0593
9,0.0432,2.3793,6,1,1,0,-0.8046,2.474,0.0
10,1.2614,1.8513,7,1,1,0,-2.0376,1.8031,-0.0645
0,-3.7647,0.1679,6,1,0,0,-1.8685,0.7886,0.9187
1,-3.0353,-0.9372,6,3,0,0,-0.2526,0.5474,-0.8027
2,-2.7311,-2.2062,6,2,0,0,1.3701,-1.0984,-0.7682
3,-1.4639,-2.5837,6,2,0,0,-2.2366,1.2139,-2.5734
4,-0.4958,-1.6703,6,2,0,0,-4.7971,0.9112,-0.2515
5,-0.8,-0.4014,6,4,0,0,2.3614,1.7068,-0.8011
6,-2.077,-0.0262,8,2,0,0,2.8917,-0.1079,2.3412
7,0.5106,-0.3142,8,2,0,0,4.2786,-0.4629,-1.0509
8,1.0942,0.8682,6,4,0,0,-0.4432,3.074,1.3615
9,-0.1405,1.3256,6,2,0,0,-3.2277,-2.6134,0.0849
10,-0.4259,3.0326,8,1,0,0,0.9967,-3.7024,0.4884
11,1.4206,2.1334,6,4,0,0,-1.3106,1.3909,-0.2627
12,2.7313,2.2206,6,4,0,0,-2.5598,1.4072,-1.1978
13,3.2186,1.0058,6,4,0,0,-3.5442,0.3485,-0.6551
14,3.9554,-0.0871,6,2,0,0,-2.8168,-0.2336,0.5762
15,5.2661,0.0,8,1,0,0,0.8271,0.0,0.0
16,2.2146,0.1561,8,2,0,0,1.9676,0.9899,0.3671
17,3.9959,2.5856,8,1,0,0,3.1954,0.2818,1.0005
18,1.4748,3.4573,8,1,0,0,3.66,-0.929,0.1506
19,0.2313,-2.7656,8,1,0,0,2.4692,-1.8648,-0.2194
20,-2.0597,-3.7586,8,1,0,0,-0.7824,2.8404,0.0
21,-4.0441,-2.2835,8,1,0,0,-2.2197,-1.6522,0.3789
22,-5.0754,0.0807,8,1,0,0,2.0414,-2.836,0.9147
0,3.7762,-0.0,7,1,0,0,3.7601,0.0,0.0
1,2.4962,-0.3667,7,2,0,0,-2.347,-1.1507,-0.481
2,1.5418,0.5532,6,2,1,0,-2.4852,0.8026,0.4159
3,1.8607,1.8415,8,0,1,0,-3.6967,1.0935,0.0
4,0.2617,0.1864,6,2,1,0,-0.3573,-0.1434,0.0164
5,-0.6994,1.108,6,1,1,0,0.3552,0.9825,0.5109
6,-1.9727,0.7396,6,1,1,0,0.4271,-1.2209,-0.4765
7,-2.2933,-0.5555,6,2,1,0,1.7608,1.0381,0.5092
8,-1.3389,-1.4754,6,1,1,0,1.835,-1.1774,-0.486
9,-0.0589,-1.1087,6,1,1,0,2.5054,-0.0437,0.0084
10,-3.5734,-0.9223,8,1,0,0,-1.7573,-0.1806,-0.0172
0,-2.8871,1.8036,8,0,1,0,2.2829,3.454,0.0
1,-4.5874,0.2481,8,1,0,0,3.0194,2.3362,1.5811
2,-1.0979,-0.164,6,2,1,0,-2.8762,-2.5875,0.0531
3,-2.3946,-0.4476,6,3,0,0,-2.9145,-1.1103,-0.4517
4,1.4984,0.4121,6,2,1,0,-1.5744,-0.4725,-0.4815
5,-0.2018,-1.1433,6,1,1,0,1.0755,0.6092,-0.4129
6,-0.6972,1.0991,6,1,1,0,2.4747,1.1375,-0.3708
7,-3.2906,0.5317,6,2,1,0,-4.2887,-3.2257,-0.0038
8,1.0949,-0.8597,6,1,1,0,-2.2509,-2.7786,1.4656
9,0.6024,1.3914,6,1,1,0,-0.7364,-0.5439,-1.6177
10,2.7951,0.6957,6,2,0,0,-1.0833,0.1672,0.6762
11,-2.8009,-1.7282,6,1,0,0,0.5635,-0.0048,-1.5824
12,3.6912,-0.2836,6,3,0,0,0.2252,0.6655,0.7187
13,4.9879,-0.0,6,1,0,0,3.4664,0.0,0.0
14,3.2876,-1.5554,6,1,0,0,2.6169,2.3537,0.426
0,-1.3734,1.7628,7,1,0,0,-0.3566,0.4275,-0.0
1,-2.1555,0.6891,6,2,1,0,-3.7363,-0.2421,0.8696
2,-3.4772,0.8218,7,1,1,0,-1.8637,-0.4115,2.1818
3,-4.2594,-0.2518,6,1,1,0,1.9044,-0.3332,-0.2506
4,-3.7165,-1.4656,6,1,1,0,0.4491,-0.567,-0.4088
5,-2.3915,-1.6057,6,1,1,0,-1.6247,0.3942,-0.054
6,-1.6126,-0.5246,6,2,1,0,2.7981,-1.3532,-0.6584
7,-0.2877,-0.6648,8,2,0,0,2.4474,0.8574,0.2871
8,0.4838,0.413,6,2,0,0,-2.3958,-0.0892,1.0267
9,1.8089,0.2729,6,2,1,0,4.1898,-1.1911,-0.5356
10,2.3517,-0.9409,6,1,1,0,3.8396,1.0244,0.4117
11,3.6734,-1.0737,6,1,1,0,-2.2881,0.7858,-1.2364
12,4.4555,-0.0,6,1,1,0,4.7101,0.0,0.0
13,3.9127,1.2137,6,1,1,0,-3.6802,0.6212,-1.3575
14,2.5877,1.3539,6,1,1,0,-4.3932,0.0766,-0.2755
0,1.3761,-1.8821,7,1,0,0,-2.7503,1.8467,0.0
1,1.0287,-0.6022,6,3,0,0,-1.2844,1.3534,1.3628
2,-0.2555,-0.255,6,2,1,0,-1.9865,-0.5352,-1.3694
3,-0.6029,1.025,6,1,1,0,-1.049,0.4599,-0.8166
4,-1.8871,1.3722,6,1,1,0,0.2372,-0.1623,-0.3755
5,-2.8273,0.4294,6,1,1,0,0.2724,-1.453,0.2072
6,-2.4799,-0.8572,6,1,1,0,1.4574,0.5514,-0.4719
7,-1.1956,-1.1977,6,1,1,0,-1.7097,1.2382,0.2222
8,1.9689,0.3405,6,2,1,0,1.4757,-2.0143,0.6709
9,3.2531,0.0,8,0,1,0,2.6645,0.0,0.0
10,1.6215,1.6271,8,1,0,0,2.6728,-1.2848,0.5702
0,3.5462,0.0,9,1,0,0,3.6162,0.0,0.0
1,2.2491,0.3016,6,2,1,0,-1.1902,2.362,-0.3948
2,1.8647,1.5777,6,1,1,0,-3.3183,0.605,0.0508
3,0.5741,1.8812,6,1,1,0,-1.6959,-0.8914,0.1446
4,-0.3406,0.9133,6,2,1,0,0.0269,0.4236,-0.0985
5,-1.6694,0.9413,7,2,0,0,-0.3891,-0.8917,0.1165
6,-2.104,-0.3174,6,2,1,0,-1.1158,1.1596,-0.1906
7,-3.38,-0.7018,8,0,1,0,1.3951,0.7499,-0.1623
8,-1.0485,-1.1201,6,2,1,0,0.5447,-1.9311,0.2749
9,-1.0765,-2.4489,8,0,1,0,-2.1344,0.3074,0.0
10,0.0438,-0.3627,6,2,1,0,2.3422,-0.2807,0.0221
11,1.3409,-0.6643,6,1,1,0,1.9185,-1.6125,0.2374
0,-1.7701,0.5541,16,2,1,0,-1.5957,-0.3752,1.6341
1,6.8728,1.775,9,1,0,0,5.3648,-1.8684,-0.8167
2,5.7311,-0.6333,9,1,0,0,5.2054,-1.4367,1.3533
3,7.5061,-0.0,9,1,0,0,6.2466,0.0,0.0
4,4.0058,0.3731,8,2,0,0,3.6155,0.827,0.7473
5,-1.884,1.8843,8,0,1,0,-1.0682,-1.6754,2.3799
6,-2.8796,-1.5208,7,1,1,0,-3.0842,0.3662,-0.5258
7,-4.104,0.2564,7,2,0,0,-2.8865,-1.8293,-0.2563
8,0.418,2.0617,7,1,1,0,0.1336,2.7995,0.696
9,-2.8476,-0.1883,6,2,1,0,-1.065,1.2801,2.1358
10,-4.172,-1.9034,6,2,1,0,0.2039,1.6973,1.4927
11,-4.9297,-0.8037,6,2,1,0,1.4553,1.0348,1.6341
12,0.5243,0.7426,6,2,1,0,-2.5532,-0.615,0.2168
13,1.7191,0.1734,6,2,1,0,-3.8064,-0.2203,-1.4865
14,-0.5754,-0.0151,6,2,0,0,-3.6738,-1.5999,-1.3176
15,2.8187,0.931,6,2,1,0,2.5331,1.488,0.826
16,-4.7335,-3.1094,6,1,1,0,1.6885,-0.1037,2.5636
17,-6.2488,-0.91,6,1,1,0,-4.6009,0.3157,-2.514
18,2.7048,2.2613,6,1,1,0,2.414,2.658,0.0493
19,1.5177,2.8193,6,1,1,0,-4.3266,-2.4984,-2.1788
20,-6.0714,-3.2121,6,1,1,0,1.1758,3.3124,-0.0
21,-6.8291,-2.1124,6,1,1,0,-5.2729,-0.5771,-3.3729
22,6.2926,0.5726,6,4,0,0,-5.136,-1.974,-3.2093
23,5.1165,1.1383,6,2,0,0,3.8482,-0.1413,-0.1553
24,1.8176,-1.1346,6,1,0,0,5.1847,-0.8642,0.1042
0,5.8686,-0.0,8,1,0,0,5.1707,0.0,0.0
1,4.5474,0.1236,6,2,1,0,2.7426,-3.848,-0.8057
2,3.9641,1.3638,6,1,1,0,-5.4721,2.7402,0.5248
3,2.6633,1.484,6,1,1,0,1.6097,-0.4743,-0.2675
4,1.8859,0.4073,6,2,1,0,-1.9402,0.6472,0.2998
5,2.4094,-0.7895,6,1,1,0,0.4517,0.292,-0.1935
6,3.77,-0.9531,6,1,1,0,-0.7616,-0.1042,0.2363
7,0.568,0.5514,6,1,1,0,1.5939,-1.8665,-0.5249
8,-0.2094,-0.5253,6,1,1,0,2.8682,0.1545,-0.0971
9,-1.5326,-0.3888,6,2,1,0,4.0676,-0.5796,-0.1599
10,-2.073,0.8318,6,1,1,0,2.7865,-2.6122,-0.5854
11,-3.391,0.9757,6,2,1,0,-3.1369,0.0333,0.7563
12,-3.9294,2.1835,8,1,0,0,-2.0254,2.0137,-0.074
13,-4.1683,-0.1009,6,1,1,0,4.0231,-1.9657,-0.4006
14,-3.6353,-1.316,6,2,1,0,-4.3504,0.742,0.8348
15,-4.4202,-2.3873,8,1,0,0,-3.2301,2.7313,0.0
16,-2.3174,-1.4601,6,1,1,0,-4.3975,2.0962,0.4567
0,7.3403,0.0,6,1,0,0,7.0194,0.0,0.0
1,6.1555,0.5961,6,2,0,0,5.902,-1.7533,0.0
2,5.0343,-0.1343,6,2,0,0,-1.7284,-0.2581,0.0
3,3.8496,0.4618,6,2,0,0,-0.421,0.5619,0.0
4,2.7421,-0.2678,6,2,0,0,-2.9756,0.6502,0.0
5,1.5436,0.3275,6,2,0,0,0.8233,-0.3507,0.0
6,0.4361,-0.4022,6,2,0,0,-4.2878,-0.1632,0.0
7,-0.7486,0.194,6,2,0,0,2.1425,0.4511,0.0
8,-1.8699,-0.5365,6,2,0,0,-5.5328,0.7513,0.0
9,-3.0546,0.0596,6,2,0,0,3.3762,-0.4807,0.0
