,2d_x,2d_y,periodic_#_2d,bond_1_2d,bond_2_2d,bond_3_2d,3d_x,3d_y,3d_z
8,1.2031,-0.257,6,2,1,0,0.0492,2.5318,-2.1395
9,-0.0318,0.2527,6,2,1,0,-2.3059,-2.5111,-0.2404
10,-0.1953,1.5737,8,1,0,0,-1.766,-2.6261,2.239
11,2.2722,0.5336,6,4,0,0,-2.9194,-0.6227,1.3774
12,3.496,-0.0,6,1,0,0,2.1128,0.0,0.0
13,3.0116,1.6413,6,1,0,0,0.7449,-1.7609,0.9142
14,1.3108,1.4506,6,1,0,0,2.0128,-1.2433,0.6322
0,-0.5028,-0.3401,6,2,1,0,-1.4408,0.8893,-2.6272
1,0.6861,-0.9275,7,2,0,0,-2.9438,1.2562,0.5827
2,1.7887,-0.1767,6,2,1,0,-1.1227,0.2105,0.563
3,-1.6055,-1.0908,6,2,1,0,0.1357,-0.2264,0.4161
4,-0.6068,0.9714,6,2,1,0,1.2859,0.6017,0.2465
5,1.6927,1.1548,8,0,1,0,0.3084,-1.6437,0.5031
6,4.0784,-0.0,6,1,0,0,2.5431,0.0,0.0
7,2.9856,-0.7441,6,2,0,0,1.5925,-2.2021,0.3045
8,-2.9016,0.8129,6,1,1,0,2.6999,-1.3908,0.0284
9,-2.8023,-0.5235,6,1,1,0,1.3115,2.0783,0.3855
10,-1.799,1.5637,6,1,1,0,-0.807,-2.5849,0.8059
11,-1.5095,-2.4223,6,1,0,0,-1.8772,1.1132,0.0
12,0.4959,1.7222,6,1,0,0,-1.6854,1.8987,-1.2086
0,-2.659,1.152,8,1,0,0,2.8178,-2.0816,-1.5035
1,-1.9954,-0.002,5,3,0,0,-2.3676,0.7112,2.1479
2,-2.6601,-1.154,8,1,0,0,-2.3676,2.2626,-0.0
3,-0.6642,0.001,6,2,1,0,0.3243,-1.4298,-1.0327
4,-0.0006,-1.153,6,1,1,0,-0.4578,0.4035,0.2915
5,1.3307,-1.1501,6,1,1,0,0.884,0.7589,0.5481
6,1.9954,0.002,6,2,1,0,-0.7107,-0.7187,-0.5191
7,3.3237,-0.0,6,1,0,0,1.9364,0.0,0.0
8,1.3289,1.151,7,1,1,0,1.6237,-1.1135,-0.8043
9,0.0006,1.153,6,1,1,0,-1.6825,1.2073,0.872
0,5.0353,0.0,6,1,0,0,2.9455,0.0,0.0
1,3.7535,-0.3489,6,2,0,0,-4.4584,-0.1256,-0.1506
2,2.8087,0.5849,8,2,0,0,-2.4056,-0.6961,-0.0865
3,1.5269,0.2361,6,2,1,0,-1.0868,-0.6242,-0.2393
4,0.582,1.1699,6,1,1,0,1.7227,-0.2958,-0.1608
5,-0.6999,0.821,6,1,1,0,-0.2862,-1.4908,0.5393
6,-1.0391,-0.4704,6,2,1,0,-0.4414,0.2895,-1.106
7,-0.0942,-1.4042,6,1,1,0,1.1113,-1.3253,0.5833
8,1.1876,-1.0554,6,1,1,0,0.9515,0.4655,-1.0584
9,-2.3209,-0.8192,7,2,0,0,3.4034,0.8279,0.9527
10,-3.2658,0.1145,6,2,1,0,4.922,1.032,0.8207
11,-4.5476,-0.2343,6,1,0,0,-3.2976,0.2545,-0.0944
12,-2.9265,1.406,8,0,1,0,-3.0804,1.6882,0.0
0,-2.3277,-2.5161,6,1,0,0,-1.7851,1.1166,-0.0
1,-1.6959,-1.3494,8,2,0,0,-2.4458,2.3885,0.6904
2,-2.3927,-0.2176,6,2,1,0,-2.8702,0.5417,-1.0111
3,-1.7565,0.9573,6,2,1,0,0.7384,1.0764,-3.4339
4,-2.4534,2.0891,7,1,1,0,-0.522,1.5963,-0.9673
5,-3.782,2.0542,6,1,1,0,1.3703,0.6209,0.0279
6,-4.4183,0.8793,6,1,1,0,0.3994,-2.9989,3.5526
7,-3.7214,-0.2525,7,1,1,0,2.4755,0.1586,-2.3618
8,-0.4278,0.9922,7,2,0,0,-1.3308,-0.0894,1.1758
9,0.2691,-0.1396,16,2,2,0,-1.7076,-1.4412,1.0281
10,-0.9715,-0.631,8,0,1,0,-0.4819,0.2762,2.2414
11,0.5356,-1.4471,8,0,1,0,0.6656,1.0178,-1.0649
12,1.5977,-0.1047,6,2,1,0,-0.2061,-2.0711,2.8483
13,2.2295,1.062,6,1,1,0,-1.1504,-2.4276,1.8628
14,3.5583,1.0969,6,1,1,0,0.1005,-0.7116,3.0561
15,4.2551,-0.0349,6,2,1,0,1.2653,0.7781,-2.3231
16,5.5838,0.0,7,1,0,0,2.5743,0.0,0.0
17,3.6233,-1.2016,6,1,1,0,3.1477,-0.2496,-1.2563
18,2.2947,-1.2365,6,1,1,0,-0.2372,0.4183,-4.065
0,4.3623,-1.0643,8,2,0,0,4.5308,0.4921,0.8563
1,-3.0317,-1.3476,8,0,1,0,-4.178,0.978,0.5536
2,-4.8764,0.0322,8,1,0,0,-3.9679,1.1894,-1.4937
3,0.3988,-0.5942,6,2,1,0,-3.0725,-0.7799,-0.5633
4,1.1949,0.4701,6,2,1,0,-1.6425,-0.711,-0.1167
5,-1.446,0.7857,6,2,1,0,0.5378,0.4558,-0.0387
6,-0.9192,-0.4331,6,1,1,0,1.104,-0.6254,0.6919
7,-2.7623,0.9355,6,3,0,0,-0.8101,0.3847,-0.4499
8,2.5225,0.322,6,1,1,0,-1.0594,-1.7668,0.6229
9,0.6777,1.7019,6,1,1,0,0.2894,-1.7317,1.0211
10,-0.6499,1.85,6,1,1,0,-3.166,-1.5107,-1.9319
11,3.0444,-0.9033,6,2,1,0,1.3334,1.5809,-0.3518
12,0.9255,-1.813,6,1,1,0,2.4716,-0.578,1.0461
13,2.2435,-1.974,6,1,1,0,3.2783,0.5118,0.6564
14,-3.5535,-0.1223,6,2,1,0,-3.7757,0.4996,-0.5023
15,-3.2891,2.1544,6,1,0,0,2.6921,1.611,0.0
16,5.1584,0.0,6,1,0,0,5.4348,0.0,0.0
0,-0.2825,5.2407,6,1,0,0,-0.5894,5.1226,0.0
1,-0.6073,3.9424,6,2,1,0,-3.4671,-3.5845,1.6727
2,-1.8457,3.6099,6,1,1,0,-3.6806,-3.7289,-0.5434
3,-2.225,2.3443,6,1,1,0,-2.3066,-5.0921,0.5342
4,-1.2542,1.4277,6,2,1,0,-0.2384,5.6084,1.4733
5,-0.0049,1.763,6,1,1,0,-2.0008,5.7447,-0.3819
6,0.3635,3.0257,6,1,1,0,-0.8289,-0.8231,0.1031
7,-1.5789,0.1294,6,2,1,0,-1.9471,-1.4648,0.2654
8,-0.709,-0.8936,7,3,0,0,0.5458,5.7237,-1.0314
9,-1.4374,-2.0145,7,1,1,0,0.2173,-1.6958,0.0546
10,-2.7248,-1.687,6,2,1,0,-0.8443,0.5404,0.0048
11,-3.7505,-2.546,6,4,0,0,1.6211,-1.4683,-0.1073
12,-3.5271,-3.8581,9,1,0,0,-0.3712,-2.9539,0.2076
13,-4.4104,-1.3894,9,1,0,0,-1.7422,-2.7862,0.3307
14,-5.0053,-2.9986,9,1,0,0,-1.4774,1.3123,1.0064
15,-2.8118,-0.3641,6,1,1,0,-0.209,1.2203,-1.0597
16,0.6138,-0.8065,6,2,1,0,-0.7143,3.3846,-0.0399
17,1.3665,-1.9168,6,1,1,0,2.4602,-2.4571,-0.6822
18,2.6894,-1.8297,6,1,1,0,2.2476,-0.257,0.2762
19,3.2815,-0.627,6,2,1,0,-1.4118,2.7171,0.9869
20,2.5398,0.486,6,1,1,0,-0.1317,2.6254,-1.0761
21,1.206,0.3963,6,1,1,0,4.4088,-0.9773,-0.6222
22,4.6153,-0.5371,16,2,2,0,3.8251,-2.2241,-0.9285
23,5.8373,-0.0,8,0,1,0,3.6033,0.0,0.0
24,5.357,-1.6501,7,1,0,0,-2.7916,-3.8068,0.4993
25,4.3046,0.7531,8,0,1,0,5.823,-0.6795,-0.9428
0,3.9939,-0.0,8,1,0,0,3.0417,0.0,0.0
1,2.7057,0.318,6,2,1,0,2.3474,2.6018,0.2678
2,2.3342,1.5972,8,0,1,0,-2.9743,-2.654,0.3608
3,1.7848,-0.6389,6,2,0,0,-1.7621,-1.457,1.5352
4,0.4923,-0.3167,6,2,1,0,-0.4955,-0.2162,-0.5844
5,0.1251,0.9583,6,1,1,0,-1.5431,-1.2468,-0.8114
6,-1.1673,1.2805,6,1,1,0,0.8588,-0.5889,-0.4352
7,-2.0925,0.3191,6,2,1,0,-0.8415,1.1474,-0.4466
8,-3.3806,0.6372,8,1,0,0,1.8487,0.371,-0.1415
9,-1.721,-0.9599,6,2,1,0,0.1381,2.1113,-0.1551
10,-2.642,-1.9169,8,1,0,0,1.4857,1.7276,0.0
11,-0.4329,-1.278,6,1,1,0,-2.1039,-1.7961,0.4103
0,4.0528,-0.0,6,1,0,0,2.4428,0.0,0.0
1,2.9936,-0.7994,8,2,0,0,-2.0624,2.1269,1.1967
2,1.771,-0.2835,6,2,1,0,0.8761,-1.7463,-1.167
3,1.6066,1.0397,6,1,1,0,3.1288,-2.2864,-1.1788
4,0.3761,1.5546,6,1,1,0,0.7241,0.2065,-0.0
5,-0.6831,0.7552,6,2,1,0,0.048,-0.808,-0.6878
6,-1.9931,1.0028,7,1,1,0,0.0112,1.2449,0.6238
7,-2.6287,-0.1624,6,2,1,0,-1.4017,1.2435,0.5727
8,-3.9519,-0.3267,7,1,0,0,-1.3539,-0.789,-0.7973
9,-1.7284,-1.1285,16,2,0,0,-2.0752,0.2412,-0.161
10,-0.5187,-0.5679,6,2,1,0,2.1551,-1.4767,-0.8615
11,0.7039,-1.0838,6,1,1,0,-2.493,2.0433,2.4602
0,-2.0685,1.8992,8,1,0,0,-2.1504,1.8072,-0.0
1,-1.3192,0.7978,6,2,1,0,3.2898,0.1513,-0.0
2,-1.8963,-0.3976,6,1,1,0,-1.3949,0.803,-0.0
3,-1.1471,-1.4989,6,1,1,0,0.8577,-0.1605,0.0
4,0.179,-1.3995,6,1,1,0,0.0057,0.9667,-0.0
5,0.7558,-0.1988,6,2,1,0,-1.9477,-0.4927,0.0
6,0.0068,0.8972,6,1,1,0,0.2939,-1.4558,0.0
7,2.0817,-0.0994,6,1,0,1,-1.1047,-1.6191,0.0
8,3.4078,0.0,7,0,0,1,2.1506,0.0,0.0
0,1.4489,-1.9655,8,1,0,0,0.653,2.0388,-0.1994
1,1.4811,-0.6365,6,2,1,0,1.8137,-1.7733,-0.7833
2,2.6507,-0.0,8,0,1,0,2.5255,0.0,0.0
3,0.3477,0.0581,6,2,1,0,-0.6987,-1.2196,0.1663
4,0.3798,1.387,7,1,1,0,0.255,-0.2669,-0.0405
5,-0.7536,2.0816,6,1,1,0,-0.151,1.0911,-0.0
6,-1.9232,1.4451,6,1,1,0,-1.5037,1.4001,0.2499
7,-1.9554,0.1161,6,1,1,0,-2.4413,0.3759,0.4648
8,-0.8219,-0.5785,6,2,1,0,-2.0062,-0.9582,0.4186
9,-0.8541,-1.9074,8,1,0,0,1.5537,-0.688,-0.2766
0,0.0304,-0.2638,6,2,0,0,0.3828,-2.4374,0.0198
1,1.0993,0.5276,6,2,0,0,0.2826,2.4792,-0.0
2,2.3202,0.0,7,1,0,0,0.3484,0.0,0.0
3,-1.1905,0.2638,6,2,0,0,-0.5368,1.2632,-0.0192
4,-2.2594,-0.5275,8,1,0,0,-0.477,-1.305,-0.0005
0,-1.5415,-1.5337,6,1,1,0,-3.0704,-0.3644,0.0
1,-0.368,-2.1481,6,1,1,0,1.3894,2.7622,-0.0
2,0.7558,-1.432,6,1,1,0,-0.7451,-0.187,0.0
3,0.6969,-0.102,6,2,1,0,0.4298,0.6367,-0.0
4,1.8161,0.614,6,1,1,0,-0.58,-1.5993,0.0
5,2.999,0.0,8,0,1,0,1.7012,0.0,0.0
6,-0.4858,0.512,6,2,1,0,0.688,-2.2005,0.0
7,-1.6004,-0.2037,6,1,1,0,1.8341,-1.397,0.0
8,-0.5447,1.8421,6,1,1,0,-2.0521,0.3134,-0.0
9,-1.7273,2.4514,8,0,1,0,0.405,2.036,-0.0
0,3.8724,0.0,8,0,1,0,3.1498,0.0,0.0
1,2.7825,-0.762,7,2,1,0,0.5483,3.5635,0.0301
2,2.8969,-2.0881,8,1,0,0,-2.8117,-2.7161,0.1538
3,1.5782,-0.1979,6,2,1,0,-1.0459,-3.5075,0.0449
4,0.4883,-0.9599,6,1,1,0,2.0749,1.9466,0.0235
5,-0.7159,-0.3958,6,2,1,0,-1.6615,-2.5141,0.0509
6,-0.8303,0.9303,6,2,1,0,0.8469,0.1883,-0.0416
7,0.2596,1.6924,6,1,1,0,0.0255,1.3134,-0.0435
8,1.4638,1.1282,6,1,1,0,0.295,-1.1056,-0.0513
9,-2.1316,1.2256,6,2,1,0,2.1239,0.6629,-0.0104
10,-2.6514,2.4499,8,0,1,0,0.8671,2.3843,0.0
11,-2.8153,0.0911,7,2,0,0,-1.3726,1.1843,-0.0738
12,-1.9474,-0.9094,6,2,1,0,-1.1163,-1.2864,-0.024
13,-2.2499,-2.2047,8,0,1,0,-1.9233,-0.1135,-0.0585
0,2.3065,0.0,5,1,0,0,4.3337,0.0,0.0
1,1.5008,-0.1769,6,2,1,0,-2.0177,-1.0864,0.0056
2,0.9446,0.4325,6,1,1,0,-0.5725,-2.6399,-0.0193
3,0.1388,0.2556,6,2,1,0,-3.638,0.3223,-0.0298
4,-0.1109,-0.5307,6,2,1,0,-1.5891,1.101,0.005
5,-0.9167,-0.7077,7,2,0,0,-0.2668,0.8741,0.0087
6,-1.4728,-0.0983,6,2,1,0,0.2049,-0.4709,0.0104
7,-2.2786,-0.2752,8,0,1,0,0.6543,1.9401,0.0032
8,-1.2231,0.688,8,2,0,0,1.5934,-0.7243,0.0106
9,-0.4173,0.8649,6,2,1,0,-0.8075,-1.441,0.0035
10,-0.1676,1.6512,8,0,1,0,2.0364,1.6753,0.0
11,0.4452,-1.1401,6,1,1,0,2.5058,0.3476,0.0047
12,1.2511,-0.9632,6,1,1,0,-2.4369,0.102,-0.0023
0,0.9624,-0.6574,6,1,1,0,-1.3374,-2.4035,-0.0485
1,-0.3316,-0.3503,6,2,1,0,0.5472,-2.7289,-0.1956
2,1.8748,0.3071,6,2,1,0,-0.2744,-1.9082,-0.0807
3,-0.7133,0.9213,6,2,1,0,2.374,-0.7041,0.0321
4,1.4943,1.584,6,1,1,0,-0.9825,1.7306,0.0752
5,0.2003,1.8911,6,1,1,0,-0.0426,-0.5783,-0.0148
6,3.1688,0.0,6,1,0,0,1.2607,0.0,0.0
7,-1.2452,-1.3199,7,2,1,0,-1.1379,0.3268,0.0342
8,-2.5394,-1.0128,8,1,0,0,0.3253,2.254,0.0379
9,-0.8636,-2.5916,8,0,1,0,1.4373,1.3999,0.0
10,-2.0075,1.2285,7,1,0,0,-2.1697,2.6117,0.1602
0,-1.9611,-1.228,7,1,0,0,-2.6268,-2.4309,0.1336
1,-0.6862,-0.9218,6,2,1,0,2.4788,-1.2057,0.0425
2,0.2138,-1.872,6,1,1,0,2.7163,0.6865,-0.164
3,1.4849,-1.5586,6,1,1,0,1.9334,-0.1697,-0.0352
4,1.8597,-0.3023,6,2,1,0,0.5942,2.4233,-0.0257
5,3.1274,-0.0,6,1,0,0,0.5931,0.0,0.0
6,0.9525,0.6441,6,1,1,0,-0.0508,1.274,-0.0251
7,-0.3169,0.3362,6,2,1,0,-0.2566,-1.1401,0.0554
8,-1.2187,1.2809,7,2,1,0,-1.4594,1.3779,-0.0411
9,-2.639,0.9959,8,1,0,0,-1.6608,-1.0415,0.0598
10,-0.8162,2.6258,8,0,1,0,-2.2613,0.2263,0.0
0,-0.3531,-2.7942,6,1,0,0,-0.4392,3.2898,-0.0
1,3.2247,-0.0,6,1,0,0,3.7168,0.0,0.0
2,1.6113,2.0689,8,1,0,0,1.6508,-2.1087,0.0
3,-1.0045,1.7641,7,1,1,0,-1.0619,-1.8278,0.0
4,-0.6698,-0.5466,6,2,1,0,-0.7843,0.5638,-0.0
5,-0.1777,0.6718,6,2,1,0,-0.2311,-0.7506,0.0
6,1.1191,0.8505,6,2,1,0,1.168,-0.9451,0.0
7,0.1391,-1.5758,6,2,1,0,0.093,1.6766,-0.0
8,-2.0211,-0.7529,6,1,1,0,-2.1979,0.6687,-0.0
9,1.9226,-0.1765,6,2,1,0,2.0292,0.1733,-0.0
10,1.4304,-1.3949,6,1,1,0,1.488,1.4726,-0.0
11,-2.8663,0.3096,6,1,1,0,-3.0179,-0.4729,0.0
12,-2.3548,1.576,6,1,1,0,-2.4135,-1.7398,0.0
0,0.2088,1.917,7,1,0,0,-2.8828,0.7045,0.0
1,-0.1598,0.6385,6,3,0,0,2.06,-0.5295,0.7051
2,-1.4493,0.3196,6,2,0,0,1.6262,0.5422,-1.0113
3,-1.8178,-0.9589,16,1,0,0,-0.6428,-1.4214,0.511
4,0.7657,-0.3188,6,2,1,0,-0.1988,-0.0242,0.3731
5,0.3972,-1.5974,8,1,0,0,-1.1692,0.7284,-0.5779
6,2.0553,-0.0,8,0,1,0,1.2074,0.0,0.0
0,-5.256,-1.665,6,1,0,0,6.1411,-0.1204,-0.1116
1,-0.4194,0.587,16,2,2,0,-0.0949,0.257,0.3458
2,-1.2705,1.6093,8,0,1,0,-0.5677,1.729,-0.0217
3,0.6039,1.4495,8,0,1,0,-0.5339,-0.0211,1.8506
4,1.9941,1.7249,8,0,1,0,-2.4276,-1.8833,-1.6156
5,0.6746,-0.1665,7,2,0,0,-0.8365,-0.8194,-0.6778
6,2.9745,-0.3625,7,2,0,0,-2.945,-0.6704,0.1482
7,-1.6482,0.0314,6,2,1,0,-4.3137,-0.4506,0.0186
8,-2.7307,0.784,6,1,1,0,1.6385,0.1788,0.1997
9,-1.7609,-1.291,6,1,1,0,-4.5784,1.067,0.1883
10,1.8804,0.391,6,2,1,0,-2.0904,-1.1315,-0.7116
11,-4.0492,-1.096,6,2,1,0,2.4532,0.4325,1.3229
12,-3.9365,0.2264,6,1,1,0,2.2494,-0.1419,-1.0319
13,-2.9561,-1.861,6,1,1,0,-6.0545,1.4723,-0.0
14,4.1687,0.196,6,2,0,0,3.8536,0.3392,1.2268
15,5.2628,-0.5575,6,2,0,0,3.6502,-0.2372,-1.1306
16,6.4686,0.0,6,1,0,0,4.4566,0.0,0.0
0,-2.652,0.7807,6,1,0,0,-0.5999,2.1215,-0.0
1,-1.9183,-0.3303,6,2,1,0,3.4694,0.1306,-0.0
2,-2.5107,-1.5213,8,0,1,0,-2.503,-1.5864,0.0
3,-0.5897,-0.2452,6,2,1,0,-0.6488,-0.2508,0.0
4,0.1439,-1.3561,6,1,1,0,0.0,1.0195,-0.0
5,1.4726,-1.271,6,1,1,0,0.2204,-1.3814,0.0
6,2.065,-0.08,6,2,1,0,1.4048,1.1417,-0.0
7,3.3911,0.0,8,1,0,0,2.2204,0.0,0.0
8,1.3288,1.0258,6,1,1,0,-2.0489,-0.4466,0.0
9,0.0028,0.9458,6,2,1,0,1.624,-1.2702,0.0
10,-0.7335,2.0516,8,1,0,0,-3.1384,0.5221,-0.0
0,1.7599,0.0,6,1,0,0,1.8414,0.0,0.0
1,0.5028,0.4365,6,3,0,0,0.4014,-1.5045,-0.0344
2,-0.5028,-0.4364,6,2,1,0,-1.2194,0.556,-1.2118
3,-0.2534,-1.7414,8,0,1,0,-0.3973,0.687,0.0
4,-1.7598,0.0,8,1,0,0,-1.2824,0.5714,1.2626
5,0.2534,1.7413,7,1,0,0,0.6564,-0.3099,-0.0163
0,3.1283,-0.0,8,1,0,0,2.7456,0.0,0.0
1,2.0523,-0.7845,6,2,0,0,-1.4416,3.2685,0.1223
2,0.8376,-0.2447,6,2,1,0,0.1045,-3.1281,0.7868
3,0.6951,1.077,6,1,1,0,0.1698,-0.9595,-0.2007
4,-0.5197,1.6169,6,1,1,0,0.6185,-2.3712,-0.3037
5,-1.5957,0.8324,6,2,1,0,1.0545,0.1436,-0.0611
6,-2.8104,1.3722,6,1,0,0,-1.2227,-0.7027,-0.2415
7,-1.4532,-0.4893,6,1,1,0,0.5434,1.4543,0.038
8,-0.2384,-1.0292,6,2,1,0,-1.7284,0.6057,-0.1402
9,-0.0959,-2.3508,6,1,0,0,-0.8436,1.6894,-0.0
0,2.9348,-0.0,8,0,1,0,2.9541,0.0,0.0
1,1.7568,-0.615,7,2,1,0,2.0951,-1.7039,-0.0847
2,1.7027,-1.9445,8,1,0,0,-0.593,-1.9361,0.057
3,0.6327,0.0937,6,2,1,0,1.9186,-0.5516,-0.0204
4,-0.5453,-0.5212,6,2,1,0,-1.7842,0.0921,0.0049
5,-0.5994,-1.8507,7,1,0,0,-0.5485,-0.6174,0.0209
6,-1.6694,0.1875,6,2,1,0,0.7112,0.061,0.0074
7,-2.8474,-0.4275,6,1,0,0,-1.7497,1.504,-0.0037
8,-1.6153,1.5169,6,1,1,0,0.6692,1.4805,0.0036
9,-0.437,2.1377,6,1,1,0,-0.5345,2.1992,0.0
10,0.6868,1.4231,6,1,1,0,-3.1384,-0.5278,0.0151
0,-2.4985,-0.9004,7,1,0,0,3.2962,0.9013,-0.9026
1,-1.3746,-0.1888,6,3,0,0,-3.1753,-1.3037,1.6045
2,-0.1989,-0.8075,6,2,0,0,1.5377,1.7709,-1.5502
3,0.925,-0.0959,6,2,0,0,-3.0359,0.2462,0.2318
4,2.1056,-0.7117,6,2,1,0,1.66,-1.385,-0.3773
5,2.1573,-2.0421,8,1,0,0,-0.2102,0.1914,0.0
6,3.2295,0.0,8,0,1,0,1.3336,0.0,0.0
7,-1.4312,1.1386,6,2,1,0,-1.0187,-0.7554,0.929
8,-0.3073,1.8503,8,1,0,0,2.073,0.9229,-0.8502
9,-2.6069,1.7575,8,0,1,0,-2.4604,-0.5887,0.915
0,4.2981,0.0,7,1,0,0,3.8636,0.0,0.0
1,2.9635,-0.0028,6,2,1,0,1.0394,-0.0813,0.1241
2,2.3057,1.1516,6,1,1,0,-4.4265,0.3226,-0.4366
3,0.971,1.1489,6,1,1,0,1.7031,-0.6499,-0.9937
4,0.307,0.0,6,2,1,0,1.7688,0.6276,1.115
5,0.9742,-1.152,6,1,1,0,3.1981,-1.0031,-0.7834
6,2.2995,-1.1516,6,1,1,0,3.2525,0.2136,1.2823
7,-1.0242,0.0031,7,3,0,0,-0.3089,-0.0089,0.0863
8,-1.6854,1.1517,6,2,0,0,-1.131,-1.1642,0.0724
9,-3.0167,1.1547,6,2,0,0,-0.9508,1.2496,-0.0
10,-3.6841,-0.0,8,2,0,0,-2.5288,-1.0654,-0.0918
11,-3.0169,-1.1519,6,2,0,0,-2.3428,1.3593,-0.1488
12,-1.6917,-1.1517,6,2,0,0,-3.1367,0.2002,-0.2256
0,-1.42,1.5668,6,2,0,0,-2.3807,-0.2654,0.1794
1,-0.1136,1.2966,6,2,0,0,-1.6287,1.5219,-0.5529
2,0.0376,-0.0207,6,3,0,0,0.302,-1.2678,-0.1442
3,1.1956,-0.6763,6,2,1,0,-0.0786,0.0408,0.4164
4,1.205,-2.0062,8,0,1,0,1.1123,0.9358,-0.0
5,2.3408,-0.0,8,1,0,0,2.3359,0.0,0.0
6,-1.1697,-0.5688,7,2,0,0,1.743,-1.4176,0.1095
7,-2.0756,0.4088,6,2,0,0,-1.4051,0.4525,-0.0082
0,2.6358,-0.0,8,1,0,0,2.6977,0.0,0.0
1,1.4139,0.529,6,2,1,0,0.3787,-0.3139,0.0
2,1.2626,1.8496,6,1,1,0,-0.9062,0.3096,-0.0
3,0.0406,2.3786,6,1,1,0,1.5412,0.4958,-0.0
4,-1.0257,1.5851,6,1,1,0,-0.9984,1.7197,-0.0
5,-0.8746,0.2645,6,2,1,0,0.4533,-1.7273,0.0
6,-1.941,-0.529,6,1,1,0,-2.0715,-0.4899,0.0
7,-1.7897,-1.8495,6,1,1,0,1.4283,1.8996,-0.0
8,-0.5678,-2.3785,6,1,1,0,0.1635,2.5097,-0.0
9,0.4986,-1.5851,6,1,1,0,-0.7126,-2.5111,0.0
10,0.3473,-0.2645,6,2,1,0,-1.9741,-1.8923,0.0
0,1.2644,0.5273,6,2,0,0,-2.5583,-0.6814,-0.1886
1,0.196,-0.2637,6,3,0,0,2.0185,0.7337,-0.4521
2,-1.0242,0.2637,6,2,1,0,1.545,-0.8675,0.7662
3,-1.1766,1.5864,8,0,1,0,-0.6908,1.5202,0.0
4,-2.0925,-0.5273,8,1,0,0,-0.2472,0.1674,-0.3712
5,0.3484,-1.5864,7,1,0,0,-1.2171,-0.8724,0.2458
6,2.4845,0.0,8,1,0,0,1.1499,0.0,0.0
0,1.9723,0.0,6,1,0,0,2.7922,0.0,0.0
1,1.2246,0.3487,6,2,0,0,1.9271,-1.8223,0.4506
2,0.5488,-0.1246,6,3,0,0,0.618,-0.3658,-0.8445
3,0.6207,-0.9464,6,2,1,0,-0.0787,-1.5297,-1.6167
4,-0.0551,-1.4196,8,1,0,0,-0.3662,0.3921,-0.0
5,1.3684,-1.295,8,0,1,0,0.8121,-2.324,-2.6007
6,-0.1989,0.2241,6,2,1,0,1.8262,-0.7438,-0.1164
7,-0.8747,-0.249,6,1,1,0,-0.6155,0.0694,1.3585
8,-1.6224,0.0996,6,1,1,0,-1.1107,1.465,-0.5536
9,-1.6943,0.9214,6,1,1,0,-1.5261,0.8004,2.1409
10,-1.0185,1.3947,6,1,1,0,-2.0386,2.1933,0.2153
11,-0.2708,1.046,6,1,1,0,-2.2397,1.8652,1.5664
0,1.3425,-1.7588,8,1,0,0,2.0717,-1.9412,-0.5121
1,1.5775,-0.4519,6,2,1,0,-0.7643,1.6262,2.2569
2,2.8284,0.0,8,0,1,0,2.4932,0.0,0.0
3,0.5597,0.4077,6,2,1,0,1.0829,1.774,1.377
4,0.7948,1.7145,7,1,1,0,-0.3784,-1.2167,-1.3812
5,-0.2231,2.5743,6,1,1,0,-1.7929,0.5628,0.0
6,-1.4739,2.1223,6,1,1,0,0.2906,-0.4965,-0.4363
7,-1.707,0.8105,7,1,1,0,-0.4681,0.4578,0.3045
8,-0.6911,-0.0442,6,2,1,0,-1.6941,-1.0924,-1.6765
9,-0.9243,-1.3559,6,2,1,0,-2.4391,-0.1553,-0.9491
10,-2.1751,-1.8078,8,1,0,0,1.6356,-0.8113,-0.3081
11,0.0917,-2.2107,8,0,1,0,-0.0371,1.2928,1.3251
0,2.7884,-0.0,5,1,0,0,5.1096,0.0,0.0
1,1.9835,0.1812,6,2,0,0,0.5871,-1.9268,-1.1837
2,1.4241,-0.4253,6,2,0,0,0.5876,1.4558,1.7302
3,0.6193,-0.2441,7,3,0,0,0.9672,-0.2955,0.3427
4,0.2928,0.5136,6,2,1,0,-1.0392,-0.4918,-0.4957
5,0.7138,1.2231,8,0,1,0,-1.0389,0.5635,0.4126
6,-0.5286,0.4372,6,2,1,0,2.3396,-0.5105,0.5921
7,-0.7098,-0.3677,6,2,1,0,0.2327,-0.9809,-0.4932
8,-1.4975,-0.6132,6,1,1,0,0.233,0.633,0.8967
9,-2.1039,-0.0538,6,1,1,0,-2.2117,-0.8527,-1.1878
10,-1.9227,0.751,6,1,1,0,-2.2109,1.3023,0.6665
11,-1.1351,0.9965,6,1,1,0,3.2393,0.3092,-0.3592
12,-0.0004,-0.7887,6,2,1,0,-3.398,-0.1382,-0.921
13,0.076,-1.6101,8,0,1,0,-3.3976,0.9325,0.0
0,-3.2673,1.8669,6,1,0,0,1.8798,1.7968,-1.3664
1,-1.9426,1.7351,8,2,0,0,-3.7406,-0.9703,0.536
2,-1.3939,0.5265,6,2,1,0,-2.1174,-1.3962,-0.6735
3,-2.1707,-0.5578,6,1,1,0,-0.2733,-0.0249,0.8748
4,-1.622,-1.7664,6,1,1,0,-1.7106,-0.0849,1.2534
5,-0.2973,-1.8982,6,1,1,0,0.1916,0.9826,0.0
6,0.4715,-0.8206,6,2,1,0,0.6392,-1.0149,1.3094
